SRR33750937.876__1.866	UniRef90_A0A1Q7B3L9|1__5|SGB56640
SRR33750937.3724642__2.3681465	UniClust90_GEHFPKBH03668|1__6|SGB84075
SRR33750937.3725911__2.3682716	UniClust90_IBMDDACE00584|7__22|SGB128778
SRR33750937.3725011__2.3681830	UniRef90_A0A2V5KKT4|1__4|SGB52719
SRR33750937.3726253__2.3683056	UniClust90_BGDHDLNA06425|1__6|SGB84075
SRR33750937.3727661__2.3684453	UniClust90_EKHBECAI01981|1__16|SGB84079
SRR33750937.3729586__2.3686344	UniClust90_FCIDFMNO00259|1__9|SGB86998
SRR33750937.3729006__2.3685770	UniRef90_L0NHF5|2__10|SGB184377
SRR33750937.3730213__2.3686966	UniClust90_OAHKOOFD00162|1__5|SGB122526
SRR33750937.3731124__2.3687863	UniClust90_HOPPLHLN00904|1__16|SGB128471
SRR33750937.3731070__2.3687810	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.3733563__2.3690266	UniRef90_A0A2V5LQ93|1__6|SGB52719
SRR33750937.3733694__2.3690395	UniClust90_DPLIHBNC01385|4__12|SGB89725
SRR33750937.3733509__2.3690213	UniClust90_ICLCAGBO03016|1__5|SGB131913
SRR33750937.3734011__2.3690706	UniClust90_NOMIGGEC00360|1__17|SGB125949
SRR33750937.3734275__2.3690968	UniClust90_GLCCIAAD00891|1__4|SGB89423
SRR33750937.3734578__2.3691269	UniRef90_A0A2V8H5I1|1__8|SGB17587
SRR33750937.3734632__2.3691321	UniRef90_A0A1Q7B9Y6|2__6|SGB56640
SRR33750937.3734789__2.3691476	UniClust90_OCJAPFEA05893|1__11|SGB125949
SRR33750937.3736293__2.3692955	UniClust90_GMEAMNGB02060|1__14|SGB134112
SRR33750937.3738877__2.3695501	UniClust90_JKONEDMA00404|1__5|SGB130007
SRR33750937.3738919__2.3695541	UniRef90_A0A1Q7B7K0|1__11|SGB73517
SRR33750937.3739017__2.3695638	UniClust90_BOKHIPMC05211|1__6|SGB130007
SRR33750937.3740171__2.3696782	UniClust90_IJHKGIGD02772|1__8|SGB128471
SRR33750937.3741992__2.3698574	UniRef90_A0A2V5L4F1|1__7|SGB52720
SRR33750937.3742269__2.3698849	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750937.3744132__2.3700691	UniClust90_NJGLCGCL02511|1__6|SGB122683
SRR33750937.3744050__2.3700609	UniClust90_BGDHDLNA04617|1__7|SGB84075
SRR33750937.3747181__2.3703708	UniClust90_GCEPBNKN00031|1__5|SGB122683
SRR33750937.3747438__2.3703963	UniClust90_IJKGCFNK00676|1__16|SGB131808
SRR33750937.3747977__2.3704498	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750937.3748578__2.3705092	UniClust90_DJBDGBNB01295|1__8|SGB89725
SRR33750937.3750404__2.3706896	UniClust90_GFHGLNMO01431|1__4|SGB133091
SRR33750937.3751899__2.3708368	UniClust90_EMAEKJAG00035|1__15|SGB128987
SRR33750937.3752775__2.3709240	UniClust90_ADNPOEOK01201|1__14|SGB73712
SRR33750937.3752947__2.3709409	UniClust90_EHKFGODG00180|1__6|SGB134112
SRR33750937.3754921__2.3711360	UniClust90_ACDABMLJ00265|2__6|SGB133090
SRR33750937.3756088__2.3712515	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750937.3758109__2.3714510	UniClust90_EKCLMAKM02119|1__8|SGB89408
SRR33750937.3758376__2.3714773	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750937.3758533__2.3714930	UniClust90_IIDJFFNJ01416|1__8|SGB138466
SRR33750937.3758619__2.3715014	UniClust90_BOKHIPMC03210|1__11|SGB130007
SRR33750937.3758750__2.3715144	UniClust90_EJAHAFID00491|1__5|SGB130007
SRR33750937.3760195__2.3716573	UniClust90_FNPCGKEP01967|1__7|SGB84078
SRR33750937.3760591__2.3716965	UniClust90_IDABCFEM05581|1__9|SGB127500
SRR33750937.3761850__2.3718212	UniRef90_A0A1S5Y239|1__9|SGB125949
SRR33750937.3762335__2.3718695	UniClust90_JMFJJCJA04124|1__5|SGB130007
SRR33750937.3762211__2.3718572	UniClust90_JMFJJCJA04124|1__5|SGB130007
SRR33750937.3762456__2.3718814	UniClust90_LLIEHLNH02657|1__8|SGB130007
SRR33750937.3762609__2.3718965	UniClust90_JHHAJKKH00750|1__21|SGB154096
SRR33750937.3762983__2.3719336	UniClust90_OEKPEMHO04045|1__11|SGB129874
SRR33750937.3763512__2.3719857	UniClust90_DFDGALON04931|1__8|SGB86999
SRR33750937.3763609__2.3719950	UniClust90_ECOHMLGB00750|1__11|SGB56640
SRR33750937.3764337__2.3720671	UniClust90_NHHHKJJE03592|1__9|SGB125949
SRR33750937.3764194__2.3720529	UniRef90_A0A1Q7B6A7|1__11|SGB56638
SRR33750937.3764519__2.3720852	UniRef90_A0A1K1QJF7|1__25|SGB7361
SRR33750937.3765117__2.3721443	UniClust90_BGHGOGEO04391|1__15|SGB94504
SRR33750937.3765803__2.3722118	UniRef90_A0A1Q7BFB1|1__5|SGB56640
SRR33750937.3766479__2.3722786	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.3767302__2.3723599	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750937.3767224__2.3723522	UniClust90_ECOHMLGB02482|1__10|SGB56640
SRR33750937.3767735__2.3724024	UniClust90_FNPCGKEP03897|2__6|SGB84078
SRR33750937.3770007__2.3726257	UniRef90_A0A176YKL8|1__7|SGB11303
SRR33750937.3771388__2.3727628	UniRef90_A0A2V5SN07|1__7|SGB52719
SRR33750937.3773879__2.3730082	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750937.3774072__2.3730274	UniClust90_KIMNEABG01542|1__5|SGB131913
SRR33750937.3774623__2.3730821	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750937.3775725__2.3731913	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750937.3776520__2.3732691	UniRef90_A0A1Q7S1W9|1__7|SGB17587
SRR33750937.3776887__2.3733056	UniClust90_HGJNCPHJ03935|1__11|SGB125949
SRR33750937.3777360__2.3733522	UniClust90_BOKHIPMC00669|1__11|SGB130007
SRR33750937.3777968__2.3734116	UniClust90_EDNFDLAG00194|1__6|SGB84078
SRR33750937.3778660__2.3734802	UniClust90_HNBLJKFC02489|1__8|SGB128778
SRR33750937.3779605__2.3735733	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3779608__2.3735736	UniClust90_AHMCBMKF01403|1__6|SGB89423
SRR33750937.3779913__2.3736037	UniClust90_JMJHPHJK01285|1__5|SGB134112
SRR33750937.3780950__2.3737062	UniClust90_FABLHINO04485|1__6|SGB73718
SRR33750937.3780966__2.3737078	UniClust90_DBMLCDNA05816|1__17|SGB130909
SRR33750937.3782667__2.3738761	UniRef90_A0A2V5JLQ8|1__9|SGB52730
SRR33750937.3782671__2.3738765	UniClust90_HOMJAIDI00249|2__5|SGB89423
SRR33750937.3782691__2.3738785	UniClust90_EDNFDLAG00998|1__4|SGB84078
SRR33750937.3783321__2.3739406	UniClust90_JMFJJCJA04630|1__13|SGB130007
SRR33750937.3783398__2.3739483	UniClust90_DJBDGBNB01635|1__6|SGB89725
SRR33750937.3783552__2.3739637	UniClust90_KIMNEABG03163|1__10|SGB131913
SRR33750937.3783867__2.3739948	UniClust90_EFMIPELO00218|1__4|SGB56638
SRR33750937.3785120__2.3741183	UniRef90_A0A2V6B8G7|1__9|SGB52714
SRR33750937.3786377__2.3742427	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750937.3786581__2.3742627	UniClust90_DAODNPOA02649|1__7|SGB89725
SRR33750937.3786232__2.3742284	UniClust90_FNPCGKEP01518|1__7|SGB84078
SRR33750937.3788928__2.3744946	UniClust90_OIPOEBPA02071|1__9|SGB84075
SRR33750937.3790001__2.3746003	UniClust90_BGDHDLNA04618|1__6|SGB84075
SRR33750937.3790444__2.3746444	UniClust90_GMEAMNGB01732|1__9|SGB134112
SRR33750937.3790647__2.3746643	UniClust90_OEKPEMHO03351|1__22|SGB129874
SRR33750937.3790682__2.3746678	UniClust90_ICLCAGBO03534|1__6|SGB131913
SRR33750937.3794239__2.3750190	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750937.3794475__2.3750425	UniClust90_KPGCMLFP01788|1__14|SGB89408
SRR33750937.3795354__2.3751297	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750937.3795659__2.3751598	UniClust90_GEHFPKBH01715|1__8|SGB84075
SRR33750937.3796817__2.3752744	UniClust90_NECMKPAF01115|1__7|SGB89408
SRR33750937.3797220__2.3753138	UniRef90_A0A2V8L2F1|1__3|SGB17587
SRR33750937.3799380__2.3755266	UniRef90_A0A2V6W9M1|1__5|SGB56134
SRR33750937.3799222__2.3755110	UniRef90_A0A2V6W9M1|1__5|SGB56134
SRR33750937.3799621__2.3755505	UniClust90_IKLAALHE01121|1__7|SGB133354
SRR33750937.3800272__2.3756152	UniClust90_PMOLMLNK00600|1__11|SGB128858
SRR33750937.3800803__2.3756679	UniRef90_A0A345ZZQ3|1__8|SGB89408
SRR33750937.3801718__2.3757589	UniClust90_GLCCIAAD00405|1__3|SGB89423
SRR33750937.3801502__2.3757373	UniClust90_EKHBECAI04148|1__13|SGB84079
SRR33750937.3802094__2.3757965	UniClust90_DPJLILCC01391|1__9|SGB89725
SRR33750937.3802836__2.3758701	UniClust90_PIHLJOEE04123|1__13|SGB84075
SRR33750937.3803899__2.3759755	UniClust90_HGAMACDH00537|1__11|SGB128778
SRR33750937.3805698__2.3761540	UniClust90_JHHAJKKH00561|1__25|SGB154096
SRR33750937.3806661__2.3762488	UniRef90_A0A100ZWP1|3__6|SGB207591
SRR33750937.3807155__2.3762978	UniClust90_IMMCPGKG02093|1__8|SGB128778
SRR33750937.3807245__2.3763067	UniClust90_ODALAGMH01641|1__9|SGB89423
SRR33750937.3809520__2.3765321	UniClust90_CBDKFAGD04834|7__17|SGB73712
SRR33750937.3809010__2.3764813	UniClust90_CBDKFAGD00003|1__13|SGB73712
SRR33750937.3809614__2.3765415	UniClust90_HMPPKHGP01876|2__6|SGB133091
SRR33750937.3809496__2.3765298	UniClust90_IDPAEINK02024|1__16|SGB89725
SRR33750937.3810127__2.3765924	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3810061__2.3765858	UniClust90_NNOGEMDJ00041|1__17|SGB128987
SRR33750937.3810838__2.3766627	UniClust90_NOGJJOAE03184|1__9|SGB128677
SRR33750937.3812488__2.3768264	UniClust90_BGEIJOPD00699|1__12|SGB55861
SRR33750937.3813220__2.3768989	UniClust90_JHHAJKKH01170|1__27|SGB154096
SRR33750937.3814935__2.3770689	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.3815143__2.3770891	UniClust90_PEODAMJP01643|1__8|SGB128471
SRR33750937.3814578__2.3770334	UniClust90_OJGLOKOM01700|1__15|SGB84075
SRR33750937.3814979__2.3770732	UniClust90_ENBABIAF00187|1__7|SGB128778
SRR33750937.3816408__2.3772140	UniRef90_A0A1Q7BT41|1__13|SGB56640
SRR33750937.3817146__2.3772866	UniRef90_UPI000420F3A4|1__8|SGB31987
SRR33750937.3818129__2.3773834	UniClust90_NPCMNNGD03771|1__15|SGB130909
SRR33750937.3818938__2.3774635	UniClust90_OEKPEMHO01569|1__10|SGB129874
SRR33750937.3819582__2.3775277	UniClust90_GPDICDPN01467|1__4|SGB89423
SRR33750937.3819974__2.3775664	UniClust90_KIHGAKFE00086|1__13|SGB128778
SRR33750937.3821604__2.3777281	UniRef90_A0A2V5M136|1__16|SGB52719
SRR33750937.3822085__2.3777759	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750937.3824533__2.3780182	UniClust90_CHMIEHDJ00800|1__7|SGB56640
SRR33750937.3824973__2.3780616	UniClust90_PPJAIDOO00352|1__6|SGB84075
SRR33750937.3825317__2.3780958	UniClust90_PKNCJFOJ02657|16__22|SGB56640
SRR33750937.3826240__2.3781870	UniClust90_EKCLMAKM03706|1__9|SGB89408
SRR33750937.3827483__2.3783098	UniClust90_ANKLIGBF03420|7__10|SGB133334
SRR33750937.3828464__2.3784068	UniClust90_EHIAFBHG02294|1__10|SGB128778
SRR33750937.3830786__2.3786361	UniClust90_EJAHAFID00869|1__8|SGB130007
SRR33750937.3830983__2.3786556	UniClust90_PIHLJOEE02612|1__9|SGB84075
SRR33750937.3831901__2.3787471	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750937.3832828__2.3788388	UniClust90_JBMBCDML02612|1__3|SGB89725
SRR33750937.3832462__2.3788026	UniClust90_EHIAFBHG00356|1__8|SGB128778
SRR33750937.3833218__2.3788775	UniClust90_DCGKPBEE00800|1__5|SGB89423
SRR33750937.3835431__2.3790961	UniRef90_A0A1C6NEF9|1__14|SGB12767
SRR33750937.3835993__2.3791515	UniRef90_A0A2V8J021|1__4|SGB17587
SRR33750937.3836075__2.3791596	UniClust90_ECOHMLGB00750|1__11|SGB56640
SRR33750937.3836016__2.3791537	UniRef90_A0A2V8J021|1__4|SGB17587
SRR33750937.3836349__2.3791866	UniClust90_KPGCMLFP03802|1__8|SGB89408
SRR33750937.3836503__2.3792020	UniClust90_EDDDEINJ01109|1__5|SGB89423
SRR33750937.3837476__2.3792980	UniClust90_OIPOEBPA04901|1__7|SGB84075
SRR33750937.3838927__2.3794416	UniClust90_OPLEJCPF04122|1__10|SGB125949
SRR33750937.3840104__2.3795580	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750937.3840630__2.3796101	UniClust90_CJCGEBBP00192|1__16|SGB55930
SRR33750937.3841174__2.3796640	UniClust90_BJHKDPPH01618|1__9|SGB73754
SRR33750937.3844576__2.3800008	UniClust90_EHIAFBHG01272|1__12|SGB128778
SRR33750937.3845028__2.3800453	UniClust90_AEJHOBEL02611|1__6|SGB73699
SRR33750937.3845083__2.3800508	UniClust90_NJGLCGCL01132|1__5|SGB122683
SRR33750937.3845547__2.3800970	UniClust90_ALPEOPJM00582|1__11|SGB84331
SRR33750937.3845930__2.3801353	UniRef90_A0A1Q7N393|1__7|SGB56062
SRR33750937.3846324__2.3801741	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750937.3848231__2.3803629	UniRef90_A0A2V6JHP6|1__9|SGB52719
SRR33750937.3848730__2.3804121	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750937.3848885__2.3804274	UniClust90_IDPAEINK00794|1__8|SGB89725
SRR33750937.3849736__2.3805118	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750937.3849822__2.3805204	UniClust90_PPHNKALM01080|1__8|SGB73699
SRR33750937.3849771__2.3805153	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750937.3851134__2.3806498	UniClust90_PLNJEBMN01624|1__12|SGB133091
SRR33750937.3851562__2.3806921	UniRef90_A0A1Q7N0H3|1__12|SGB17587
SRR33750937.3851658__2.3807017	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750937.3853522__2.3808866	UniRef90_A0A2V5T038|1__6|SGB52719
SRR33750937.3854798__2.3810130	UniClust90_BOKHIPMC00291|1__5|SGB130007
SRR33750937.3855043__2.3810372	UniClust90_PKNCJFOJ01291|5__10|SGB56640
SRR33750937.3856429__2.3811745	UniClust90_PJKCPLGD01356|1__8|SGB89423
SRR33750937.3857014__2.3812325	UniClust90_EDNFDLAG02784|1__7|SGB84078
SRR33750937.3856969__2.3812280	UniClust90_OOJDGJFL01859|1__5|SGB74789
SRR33750937.3857813__2.3813114	UniClust90_LCIBFGAE00088|1__6|SGB127159
SRR33750937.3859010__2.3814302	UniClust90_JHHAJKKH00562|1__23|SGB154096
SRR33750937.3860668__2.3815941	UniClust90_NJGLCGCL01165|7__14|SGB122683
SRR33750937.3860677__2.3815950	UniClust90_NJGLCGCL01165|7__14|SGB122683
SRR33750937.3861275__2.3816541	UniClust90_CKIMIKLI02519|1__21|SGB133129
SRR33750937.3862060__2.3817314	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750937.3862938__2.3818183	UniClust90_DBBCBONN04501|1__20|SGB126432
SRR33750937.3863387__2.3818629	UniClust90_IFJNHHLF02662|1__11|SGB128110
SRR33750937.3866166__2.3821382	UniClust90_JMFJJCJA02092|1__7|SGB130007
SRR33750937.3867063__2.3822272	UniClust90_JKKHKAPH00965|7__20|SGB89408
SRR33750937.3866629__2.3821840	UniClust90_KPGCMLFP03264|1__7|SGB89408
SRR33750937.3867997__2.3823196	UniClust90_JHHAJKKH00791|1__13|SGB154096
SRR33750937.3868165__2.3823363	UniClust90_MADMLNLG01808|1__6|SGB89423
SRR33750937.3868888__2.3824082	UniClust90_EDNFDLAG01054|1__5|SGB84078
SRR33750937.3869348__2.3824540	UniClust90_LLHLEBOE01853|1__9|SGB89423
SRR33750937.3871379__2.3826549	UniClust90_HNBLJKFC02208|1__12|SGB128778
SRR33750937.3871102__2.3826276	UniRef90_A0A1Q7BK78|1__6|SGB56640
SRR33750937.3874183__2.3829328	UniClust90_KMEALJDO02848|1__6|SGB84078
SRR33750937.3874418__2.3829562	UniClust90_DEFNONOM01300|1__6|SGB56640
SRR33750937.3874136__2.3829281	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750937.3874989__2.3830130	UniClust90_JJDEJDCI01861|2__8|SGB89423
SRR33750937.3875297__2.3830434	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750937.3875516__2.3830653	UniClust90_OFHGBGGN01239|1__4|SGB89423
SRR33750937.3876253__2.3831382	UniRef90_A0A3D9LX54|1__11|SGB23669
SRR33750937.3876985__2.3832107	UniClust90_CHLBPEBB02122|1__15|SGB89725
SRR33750937.3878663__2.3833770	UniClust90_NECMKPAF00853|1__8|SGB89408
SRR33750937.3877726__2.3832845	UniClust90_IDPAEINK02248|1__4|SGB89725
SRR33750937.3878842__2.3833949	UniClust90_JHNMEHIJ02294|1__7|SGB56640
SRR33750937.3879784__2.3834882	UniClust90_IMMCPGKG00875|1__16|SGB128778
SRR33750937.3879790__2.3834887	UniRef90_A0A2V8KDM9|1__8|SGB17587
SRR33750937.3880093__2.3835187	UniClust90_GHPINBAM01249|1__5|SGB84331
SRR33750937.3880315__2.3835408	UniClust90_ECOHMLGB00172|1__6|SGB56640
SRR33750937.3880364__2.3835456	UniClust90_GPDICDPN01528|1__5|SGB89423
SRR33750937.3880550__2.3835637	UniClust90_OCJAPFEA05758|1__9|SGB125949
SRR33750937.3880675__2.3835762	UniClust90_AMDOLPBA02486|1__11|SGB73712
SRR33750937.3884100__2.3839152	UniClust90_DIBLBONP00756|1__7|SGB84078
SRR33750937.3884954__2.3839996	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3885171__2.3840212	UniRef90_A0A0K2GGT9|1__11|SGB126057
SRR33750937.3885949__2.3840987	UniClust90_EJAHAFID00708|1__11|SGB130007
SRR33750937.3885971__2.3841009	UniRef90_A0A1Q7BBH4|1__6|SGB73517
SRR33750937.3886855__2.3841882	UniClust90_OPLEJCPF00147|1__22|SGB125949
SRR33750937.3887082__2.3842107	UniClust90_AKHDHLEL06902|1__9|SGB206450
SRR33750937.3887916__2.3842935	UniClust90_AOMEFECO00986|1__9|SGB133090
SRR33750937.3889041__2.3844045	UniClust90_BLCHLCBI00849|1__4|SGB133090
SRR33750937.3889220__2.3844222	UniClust90_JHHAJKKH04400|3__17|SGB154096
SRR33750937.3890116__2.3845110	UniRef90_A0A1Q7BYS5|1__6|SGB56640
SRR33750937.3890817__2.3845801	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3890848__2.3845832	UniClust90_DIAGDOFC01192|1__13|SGB127197
SRR33750937.3891980__2.3846951	UniClust90_OPLEJCPF02386|1__11|SGB125949
SRR33750937.3892142__2.3847110	UniClust90_MDGCCGDH01928|1__5|SGB56640
SRR33750937.3892523__2.3847488	UniClust90_HJKNIEHA03365|1__10|SGB89408
SRR33750937.3894509__2.3849456	UniClust90_OCJAPFEA06139|1__12|SGB125949
SRR33750937.3893955__2.3848907	UniClust90_CHMIEHDJ03578|4__8|SGB56640
SRR33750937.3894013__2.3848965	UniClust90_BGDHDLNA01983|1__6|SGB84075
SRR33750937.3894807__2.3849751	UniClust90_OCJAPFEA05159|1__13|SGB125949
SRR33750937.3896193__2.3851125	UniClust90_INAHCMGI00470|1__10|SGB128685
SRR33750937.3896333__2.3851265	UniClust90_INAHCMGI00470|1__10|SGB128685
SRR33750937.3900435__2.3855327	UniClust90_GIMAHFHH02931|1__9|SGB89408
SRR33750937.3901340__2.3856227	UniRef90_A0A2V5L9Q2|2__7|SGB52720
SRR33750937.3902041__2.3856920	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750937.3902954__2.3857826	UniClust90_MNDMKJNN01323|1__4|SGB89423
SRR33750937.3903580__2.3858450	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750937.3902996__2.3857868	UniClust90_DHFBAFBN00066|1__12|SGB133121
SRR33750937.3904468__2.3859329	UniClust90_HMPPKHGP01444|1__8|SGB133091
SRR33750937.3904919__2.3859777	UniClust90_CMJGEBLA02781|1__7|SGB89408
SRR33750937.3904857__2.3859715	UniClust90_OJGLOKOM00071|1__4|SGB84075
SRR33750937.3905166__2.3860020	UniRef90_A0A1Q7N488|1__9|SGB17587
SRR33750937.3904696__2.3859554	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750937.3906506__2.3861351	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.3906533__2.3861378	UniClust90_NMMEDCHE01006|1__5|SGB89423
SRR33750937.3907043__2.3861884	UniClust90_PKMOJOJK02584|1__7|SGB84078
SRR33750937.3907883__2.3862718	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750937.3909141__2.3863964	UniClust90_OCJAPFEA05725|1__11|SGB125949
SRR33750937.3909707__2.3864526	UniClust90_EJAHAFID03406|1__6|SGB130007
SRR33750937.3909681__2.3864500	UniClust90_DPLIHBNC00819|1__6|SGB89725
SRR33750937.3912516__2.3867311	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3913057__2.3867845	UniRef90_A0A1Q7BQQ4|1__5|SGB56640
SRR33750937.3913191__2.3867977	UniClust90_JGPCLJJC00078|1__8|SGB128865
SRR33750937.3913464__2.3868249	UniRef90_A0A2V5J8P0|1__5|SGB52720
SRR33750937.3914825__2.3869594	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750937.3915986__2.3870746	UniClust90_PIHLJOEE02765|1__6|SGB84075
SRR33750937.3916277__2.3871031	UniClust90_EJAHAFID03692|1__8|SGB130007
SRR33750937.3919921__2.3874645	UniClust90_NOMIGGEC00046|1__15|SGB125949
SRR33750937.3919894__2.3874618	UniClust90_HGJNCPHJ00274|5__12|SGB125949
SRR33750937.3922245__2.3876949	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.3922507__2.3877211	UniClust90_JHHAJKKH00232|1__16|SGB154096
SRR33750937.3922826__2.3877527	UniClust90_BIEFPEBK00666|1__4|SGB56638
SRR33750937.3923573__2.3878263	UniClust90_EJFOFLBH00165|1__5|SGB133091
SRR33750937.3925919__2.3880586	UniClust90_PIHLJOEE05270|1__7|SGB84075
SRR33750937.3926057__2.3880723	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750937.3926568__2.3881229	UniClust90_IMMCPGKG00868|1__8|SGB128778
SRR33750937.3930237__2.3884872	UniClust90_CLAIAHFA03659|1__11|SGB94634
SRR33750937.3930589__2.3885223	UniClust90_DAODNPOA01615|11__19|SGB89725
SRR33750937.3931680__2.3886298	UniRef90_A0A1Q8B9I2|1__9|SGB17587
SRR33750937.3933507__2.3888108	UniClust90_DMCDKPDB00905|1__7|SGB89423
SRR33750937.3934316__2.3888909	UniClust90_DAODNPOA02225|1__8|SGB89725
SRR33750937.3934877__2.3889466	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750937.3935456__2.3890042	UniClust90_JKKHKAPH02384|1__20|SGB89408
SRR33750937.3936736__2.3891312	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750937.3937072__2.3891644	UniClust90_KDDPKKIL00751|1__10|SGB128471
SRR33750937.3940442__2.3894985	UniClust90_KIHGAKFE01204|1__8|SGB128778
SRR33750937.3940770__2.3895310	UniClust90_FNPCGKEP00675|1__5|SGB84078
SRR33750937.3941175__2.3895714	UniClust90_PIHLJOEE04125|1__4|SGB84075
SRR33750937.3941559__2.3896095	UniClust90_BOKHIPMC04224|1__5|SGB130007
SRR33750937.3942830__2.3897348	UniRef90_A0A0V8JDN1|1__13|SGB8289
SRR33750937.3942834__2.3897351	UniRef90_A0A0V8JDN1|1__13|SGB8289
SRR33750937.3942785__2.3897304	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750937.3943394__2.3897908	UniClust90_DAODNPOA00254|8__15|SGB89725
SRR33750937.3945189__2.3899686	UniClust90_CMJGEBLA02232|1__8|SGB89408
SRR33750937.3945939__2.3900428	UniRef90_A0A2V8JKK7|1__7|SGB17587
SRR33750937.3948365__2.3902834	UniRef90_A0A1I1UXB5|1__12|SGB8289
SRR33750937.3948653__2.3903118	UniRef90_A0A2V5L094|1__9|SGB52720
SRR33750937.3948775__2.3903240	UniClust90_EJAHAFID04658|1__9|SGB130007
SRR33750937.3951774__2.3906224	UniClust90_HJKNIEHA00144|2__11|SGB89408
SRR33750937.3951374__2.3905828	UniRef90_A0A2V8ISZ3|1__5|SGB17587
SRR33750937.3951993__2.3906443	UniClust90_KMEALJDO01892|1__4|SGB84078
SRR33750937.3953455__2.3907890	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750937.3954839__2.3909263	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750937.3955102__2.3909523	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750937.3956530__2.3910942	UniClust90_CFIKCEGJ02905|1__14|SGB131808
SRR33750937.3957019__2.3911430	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750937.3957004__2.3911415	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750937.3958642__2.3913042	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750937.3959104__2.3913499	UniRef90_A0A1I1X4N5|1__15|SGB8289
SRR33750937.3960374__2.3914762	UniClust90_EJAHAFID04236|1__5|SGB130007
SRR33750937.3960676__2.3915058	UniRef90_A0A1Q7BJF2|1__4|SGB56640
SRR33750937.3961468__2.3915843	UniRef90_A0A1Q8BC56|4__17|SGB17587
SRR33750937.3962124__2.3916495	UniClust90_PKNCJFOJ03816|3__6|SGB56640
SRR33750937.3962705__2.3917073	UniClust90_EBKBLHBP00790|1__3|SGB133090
SRR33750937.3965723__2.3920074	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750937.3966118__2.3920466	UniClust90_EDBNNBOB00281|1__6|SGB56640
SRR33750937.3966967__2.3921308	UniClust90_AJOJABBL00436|1__4|SGB89423
SRR33750937.3967133__2.3921473	UniClust90_OJGLOKOM01673|1__5|SGB84075
SRR33750937.3967523__2.3921861	UniClust90_BGDHDLNA04275|1__9|SGB84075
SRR33750937.3967338__2.3921677	UniRef90_A0A1Q7BFX1|3__9|SGB56640
SRR33750937.3968029__2.3922364	UniClust90_PKKPDJBP01153|1__5|SGB89423
SRR33750937.3968735__2.3923065	UniClust90_MFINKINL02068|1__23|SGB109676
SRR33750937.3969371__2.3923693	UniRef90_A0A2V8KC76|1__4|SGB17587
SRR33750937.3969519__2.3923840	UniClust90_DONCHACG03874|7__17|SGB73712
