SRR33750957.1655__1.1620	UniRef90_A0A2V6AUU0|1__6|SGB52714
SRR33750957.2520338__2.2491860	UniClust90_PEODAMJP02178|1__8|SGB128471
SRR33750957.2520409__2.2491930	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.2519885__2.2491413	UniRef90_A0A2V5L9X1|1__5|SGB52720
SRR33750957.2521860__2.2493362	UniClust90_HGAMACDH01319|1__8|SGB128778
SRR33750957.2522802__2.2494292	UniClust90_PEODAMJP02178|1__8|SGB128471
SRR33750957.2523500__2.2494982	UniClust90_PPJAIDOO03970|1__6|SGB84075
SRR33750957.2524255__2.2495725	UniRef90_A0A1I1V0H9|1__20|SGB8289
SRR33750957.2524594__2.2496057	UniClust90_IDPAEINK02633|1__4|SGB89725
SRR33750957.2524843__2.2496302	UniClust90_LOGOHNGJ00612|1__13|SGB126057
SRR33750957.2526725__2.2498158	UniRef90_A0A2V5L362|1__6|SGB52720
SRR33750957.2529501__2.2500896	UniClust90_CHLBPEBB02121|1__5|SGB89725
SRR33750957.2529540__2.2500934	UniClust90_FOJGPGMP01794|1__10|SGB133334
SRR33750957.2529802__2.2501193	UniClust90_DPJLILCC01932|1__5|SGB89725
SRR33750957.2530004__2.2501393	UniClust90_BOKHIPMC02055|1__16|SGB130007
SRR33750957.2530123__2.2501510	UniRef90_A0A2V5KU19|1__4|SGB52730
SRR33750957.2530176__2.2501562	UniClust90_LAIOJIGH03516|1__3|SGB122683
SRR33750957.2531631__2.2502998	UniRef90_UPI000403CDE7|1__25|SGB30411
SRR33750957.2531517__2.2502886	UniRef90_UPI000403CDE7|1__25|SGB30411
SRR33750957.2532482__2.2503840	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750957.2532718__2.2504071	UniRef90_A0A2V5U394|1__6|SGB52719
SRR33750957.2532933__2.2504281	UniRef90_A0A1Q7B5E0|5__12|SGB56640
SRR33750957.2533513__2.2504849	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750957.2534046__2.2505370	UniClust90_EIFKNJNM01355|1__12|SGB52710
SRR33750957.2533774__2.2505103	UniRef90_A0A1Q8BEP8|1__9|SGB17587
SRR33750957.2533775__2.2505104	UniRef90_A0A1Q8BEP8|1__9|SGB17587
SRR33750957.2538982__2.2510225	UniClust90_IOFPBIHC00603|1__6|SGB130007
SRR33750957.2540560__2.2511776	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.2540977__2.2512186	UniClust90_LLIEHLNH01857|1__8|SGB130007
SRR33750957.2541419__2.2512622	UniClust90_PIHLJOEE05270|1__7|SGB84075
SRR33750957.2541813__2.2513014	UniClust90_ENCMJEIO05366|1__15|SGB87004
SRR33750957.2541989__2.2513185	UniClust90_KDDPKKIL02181|1__8|SGB128471
SRR33750957.2542461__2.2513654	UniRef90_A0A1Q7B755|1__5|SGB56640
SRR33750957.2542450__2.2513643	UniClust90_BOKHIPMC05587|1__8|SGB130007
SRR33750957.2542522__2.2513713	UniClust90_LLIEHLNH03552|2__10|SGB130007
SRR33750957.2544056__2.2515229	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2544650__2.2515818	UniClust90_LACEKAON04569|1__11|SGB129874
SRR33750957.2544762__2.2515930	UniClust90_IOFPBIHC04358|1__11|SGB130007
SRR33750957.2545436__2.2516596	UniRef90_A0A1Q7N0H3|1__12|SGB17587
SRR33750957.2546016__2.2517166	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750957.2546737__2.2517877	UniRef90_A0A2V6BE47|1__4|SGB52721
SRR33750957.2547122__2.2518256	UniClust90_DPJLILCC01623|2__6|SGB89725
SRR33750957.2547196__2.2518330	UniRef90_A0A2V8H5I1|1__8|SGB17587
SRR33750957.2547827__2.2518949	UniClust90_AOMEFECO00144|1__6|SGB133090
SRR33750957.2549324__2.2520432	UniRef90_A0A1Q7BT41|1__13|SGB56640
SRR33750957.2549005__2.2520117	UniClust90_GEHFPKBH01295|1__4|SGB84075
SRR33750957.2549984__2.2521080	UniClust90_EOFGAKMC01736|1__7|SGB84075
SRR33750957.2550590__2.2521671	UniRef90_A0A2V8TYD7|1__15|SGB54509
SRR33750957.2551304__2.2522374	UniClust90_GPDICDPN01244|1__3|SGB89423
SRR33750957.2551931__2.2522995	UniClust90_LACEKAON01231|1__14|SGB129874
SRR33750957.2553507__2.2524551	UniRef90_A0A2V8JLU4|5__8|SGB17587
SRR33750957.2553734__2.2524775	UniClust90_FNPCGKEP02920|4__10|SGB84078
SRR33750957.2554184__2.2525214	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2554738__2.2525758	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750957.2554752__2.2525772	UniClust90_LACEKAON03261|1__11|SGB129874
SRR33750957.2555802__2.2526813	UniClust90_APPPGBFG01768|1__14|SGB127291
SRR33750957.2555957__2.2526967	UniClust90_LJMOGHMP02000|1__7|SGB128778
SRR33750957.2557278__2.2528262	UniClust90_IJHKGIGD02524|1__10|SGB128471
SRR33750957.2557474__2.2528458	UniClust90_IJHKGIGD02524|1__10|SGB128471
SRR33750957.2557702__2.2528681	UniClust90_OLOLGJNB00507|1__15|SGB130022
SRR33750957.2557938__2.2528912	UniClust90_OPLEJCPF02938|1__11|SGB125949
SRR33750957.2558800__2.2529763	UniClust90_DPJLILCC00535|1__15|SGB89725
SRR33750957.2559776__2.2530726	UniClust90_PPJAIDOO04144|1__7|SGB84075
SRR33750957.2562806__2.2533709	UniClust90_NPCMNNGD03699|1__16|SGB130909
SRR33750957.2564623__2.2535496	UniClust90_HONJHDII02571|2__10|SGB73697
SRR33750957.2565211__2.2536080	UniClust90_JJIPPMBI00979|1__5|SGB133090
SRR33750957.2565635__2.2536498	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750957.2568704__2.2539515	UniClust90_LACEKAON02823|1__9|SGB129874
SRR33750957.2568855__2.2539663	UniClust90_HGJNCPHJ05097|1__12|SGB125949
SRR33750957.2568856__2.2539664	UniClust90_HGJNCPHJ05097|1__12|SGB125949
SRR33750957.2569811__2.2540611	UniClust90_DPLIHBNC01510|1__8|SGB89725
SRR33750957.2569800__2.2540600	UniClust90_AMOCLKLN01079|1__7|SGB122683
SRR33750957.2570084__2.2540884	UniClust90_GBLMBOPO01788|1__5|SGB133090
SRR33750957.2570157__2.2540956	UniClust90_PPJAIDOO02408|1__6|SGB84075
SRR33750957.2571510__2.2542299	UniClust90_INAHCMGI02024|1__15|SGB128685
SRR33750957.2571831__2.2542618	UniClust90_LLIEHLNH00026|1__10|SGB130007
SRR33750957.2571853__2.2542640	UniRef90_A0A2V8KBD9|1__9|SGB17587
SRR33750957.2574830__2.2545559	UniClust90_AOMEFECO01387|5__13|SGB133090
SRR33750957.2575280__2.2546003	UniClust90_GIAODKAJ00227|1__13|SGB127197
SRR33750957.2575466__2.2546187	UniClust90_AOMEFECO01486|1__4|SGB133090
SRR33750957.2576422__2.2547129	UniClust90_OALLKAFI01259|1__7|SGB84078
SRR33750957.2576496__2.2547203	UniClust90_CCDFKBHD00078|1__9|SGB128677
SRR33750957.2576707__2.2547410	UniClust90_KIHGAKFE01855|1__23|SGB128778
SRR33750957.2577676__2.2548366	UniClust90_OJGLOKOM03174|1__6|SGB84075
SRR33750957.2578242__2.2548923	UniClust90_EOFGAKMC01194|1__6|SGB84075
SRR33750957.2578603__2.2549280	UniRef90_A0A1Q7BJI7|1__5|SGB56640
SRR33750957.2579235__2.2549904	UniRef90_A0A2V7C214|1__5|SGB24062
SRR33750957.2579319__2.2549986	UniClust90_NHHHKJJE01164|1__11|SGB125949
SRR33750957.2579590__2.2550255	UniClust90_HMPPKHGP00058|1__4|SGB133091
SRR33750957.2579784__2.2550446	UniRef90_A0A1Q8B6G0|1__4|SGB17587
SRR33750957.2581245__2.2551887	UniClust90_JKONEDMA00373|1__6|SGB130007
SRR33750957.2582541__2.2553172	UniClust90_LLIEHLNH02830|3__8|SGB130007
SRR33750957.2583455__2.2554069	UniClust90_LACEKAON04151|1__11|SGB129874
SRR33750957.2587452__2.2558012	UniRef90_A0A1Q7BDI5|1__10|SGB56640
SRR33750957.2587503__2.2558063	UniClust90_EDFLJBLB03488|1__3|SGB130045
SRR33750957.2587521__2.2558079	UniClust90_JHNMEHIJ02718|1__7|SGB56640
SRR33750957.2587641__2.2558199	UniClust90_OJGLOKOM02771|1__6|SGB84075
SRR33750957.2589566__2.2560102	UniClust90_IDPAEINK02471|1__5|SGB89725
SRR33750957.2590009__2.2560541	UniClust90_EOFGAKMC01436|1__12|SGB84075
SRR33750957.2590502__2.2561021	UniClust90_NFEHNLLP01687|1__13|SGB184291
SRR33750957.2590621__2.2561138	UniRef90_A0A1Q7MVK5|1__7|SGB17587
SRR33750957.2592584__2.2563076	UniClust90_NGKGGBMA05424|1__16|SGB130457
SRR33750957.2593214__2.2563699	UniClust90_EGBAJGJI02941|1__12|SGB126057
SRR33750957.2593335__2.2563819	UniClust90_NDOMMEBD01657|1__10|SGB82848
SRR33750957.2593476__2.2563958	UniClust90_MEKDDNAB05693|3__8|SGB86998
SRR33750957.2593933__2.2564411	UniClust90_LACEKAON04611|1__10|SGB129874
SRR33750957.2593912__2.2564390	UniClust90_LACEKAON04611|1__10|SGB129874
SRR33750957.2594041__2.2564518	UniClust90_EGCAKLJA00725|1__9|SGB128178
SRR33750957.2596131__2.2566576	UniClust90_OEKPEMHO02088|1__13|SGB129874
SRR33750957.2596655__2.2567095	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750957.2596856__2.2567294	UniClust90_FIHOKOAF00221|1__4|SGB74789
SRR33750957.2596417__2.2566859	UniClust90_BOKHIPMC00291|1__5|SGB130007
SRR33750957.2597058__2.2567494	UniRef90_A0A2V5SNS9|1__4|SGB52719
SRR33750957.2598258__2.2568675	UniRef90_A0A3D5DM36|1__8|SGB130007
SRR33750957.2598737__2.2569145	UniClust90_JMFJJCJA01964|1__6|SGB130007
SRR33750957.2598883__2.2569290	UniClust90_JBMBCDML00509|1__6|SGB89725
SRR33750957.2598908__2.2569315	UniClust90_EHKFGODG01114|1__9|SGB134112
SRR33750957.2598849__2.2569256	UniClust90_FNPCGKEP00588|1__8|SGB84078
SRR33750957.2600275__2.2570669	UniClust90_KIMNEABG03217|1__10|SGB131913
SRR33750957.2601583__2.2571957	UniClust90_DPJLILCC01931|1__5|SGB89725
SRR33750957.2602757__2.2573118	UniClust90_BOAKGFPK05954|1__22|SGB130909
SRR33750957.2603588__2.2573940	UniClust90_CCDFKBHD01771|1__12|SGB128677
SRR33750957.2605178__2.2575511	UniClust90_NHHHKJJE01626|1__13|SGB125949
SRR33750957.2605549__2.2575879	UniClust90_KIMIJBHB04526|1__21|SGB126432
SRR33750957.2607228__2.2577540	UniClust90_IOFPBIHC01411|1__6|SGB130007
SRR33750957.2607565__2.2577873	UniClust90_JJDEJDCI01922|1__3|SGB89423
SRR33750957.2609334__2.2579615	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750957.2610218__2.2580488	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750957.2611281__2.2581536	UniRef90_A0A3D9QXF4|9__20|SGB25339
SRR33750957.2611841__2.2582092	UniClust90_DIBLBONP01702|3__13|SGB84078
SRR33750957.2612144__2.2582393	UniRef90_A0A2V8H410|2__5|SGB17587
SRR33750957.2612589__2.2582835	UniClust90_KIHGAKFE00086|1__13|SGB128778
SRR33750957.2612615__2.2582860	UniClust90_BOKHIPMC01250|1__8|SGB130007
SRR33750957.2614411__2.2584637	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2614490__2.2584715	UniClust90_DONCHACG08301|1__12|SGB73712
SRR33750957.2614536__2.2584761	UniClust90_CKIMIKLI02120|1__14|SGB133129
SRR33750957.2614564__2.2584789	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750957.2614573__2.2584798	UniClust90_BGDHDLNA05620|1__6|SGB84075
SRR33750957.2614276__2.2584502	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750957.2615148__2.2585357	UniClust90_DPLIHBNC00627|1__5|SGB89725
SRR33750957.2615232__2.2585441	UniClust90_BGDHDLNA01758|1__9|SGB84075
SRR33750957.2615655__2.2585858	UniClust90_FNPCGKEP00622|14__24|SGB84078
SRR33750957.2615694__2.2585897	UniClust90_DBMLCDNA01143|1__15|SGB130909
SRR33750957.2615695__2.2585898	UniClust90_DBMLCDNA01143|1__15|SGB130909
SRR33750957.2616407__2.2586599	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750957.2617901__2.2588076	UniClust90_DPLIHBNC01575|1__6|SGB89725
SRR33750957.2618222__2.2588394	UniClust90_HGJNCPHJ04381|1__18|SGB125949
SRR33750957.2618630__2.2588795	UniRef90_A0A2V5YMF2|1__4|SGB52714
SRR33750957.2620152__2.2590301	UniClust90_NHINAJKP01589|1__22|SGB128201
SRR33750957.2624989__2.2595082	UniClust90_NFMPBPOM03402|1__12|SGB128685
SRR33750957.2625322__2.2595411	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750957.2627309__2.2597364	UniClust90_DBMLCDNA05816|1__17|SGB130909
SRR33750957.2627753__2.2597806	UniRef90_A0A2V5KXT6|1__5|SGB52720
SRR33750957.2628424__2.2598470	UniClust90_PPJAIDOO03393|1__13|SGB84075
SRR33750957.2628655__2.2598697	UniClust90_EJAHAFID04665|1__8|SGB130007
SRR33750957.2629164__2.2599201	UniClust90_OEKPEMHO00512|1__11|SGB129874
SRR33750957.2631081__2.2601098	UniClust90_DPJLILCC00732|1__9|SGB89725
SRR33750957.2631117__2.2601134	UniClust90_EDBNNBOB01175|1__5|SGB56640
SRR33750957.2632646__2.2602650	UniClust90_JKBPNPFG01666|1__23|SGB109892
SRR33750957.2632844__2.2602846	UniClust90_IJHKGIGD00784|1__8|SGB128471
SRR33750957.2633367__2.2603363	UniClust90_DBMLCDNA00401|1__19|SGB130909
SRR33750957.2633604__2.2603598	UniClust90_LLIEHLNH00803|1__7|SGB130007
SRR33750957.2634027__2.2604014	UniClust90_BONAIHKH00076|7__16|SGB54701
SRR33750957.2634287__2.2604272	UniClust90_KOOOBHMO01949|1__15|SGB88627
SRR33750957.2633909__2.2603900	UniClust90_EJAHAFID01881|1__7|SGB130007
SRR33750957.2634508__2.2604492	UniClust90_NFMPBPOM01022|1__11|SGB128685
SRR33750957.2637490__2.2607435	UniClust90_CMJBJMEA03516|1__20|SGB133129
SRR33750957.2637827__2.2607763	UniClust90_BOKHIPMC01922|1__17|SGB130007
SRR33750957.2639096__2.2609020	UniClust90_BKEMCFBC00613|1__8|SGB131913
SRR33750957.2639114__2.2609038	UniClust90_OPLEJCPF01504|1__12|SGB125949
SRR33750957.2639590__2.2609510	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2639684__2.2609604	UniClust90_PIHLJOEE02612|1__9|SGB84075
SRR33750957.2643962__2.2613817	UniClust90_DAODNPOA01619|1__6|SGB89725
SRR33750957.2644679__2.2614525	UniClust90_OALLKAFI00141|1__16|SGB84078
SRR33750957.2646168__2.2615995	UniClust90_IJHKGIGD01415|1__8|SGB128471
SRR33750957.2646320__2.2616143	UniRef90_A0A1Q7BHU7|1__5|SGB56640
SRR33750957.2646752__2.2616570	UniClust90_HNBLJKFC00611|1__8|SGB128778
SRR33750957.2647220__2.2617034	UniClust90_DIBLBONP00786|2__6|SGB84078
SRR33750957.2648693__2.2618489	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750957.2649107__2.2618899	UniClust90_EJAHAFID00758|1__6|SGB130007
SRR33750957.2649606__2.2619391	UniClust90_IOFPBIHC02053|1__7|SGB130007
SRR33750957.2650174__2.2619950	UniClust90_FECOCFCC03242|10__22|SGB128987
SRR33750957.2651287__2.2621048	UniClust90_PKMOJOJK03472|1__9|SGB84078
SRR33750957.2652173__2.2621923	UniRef90_A0A1Q7B562|1__6|SGB56640
SRR33750957.2651875__2.2621626	UniRef90_A0A0R3KMM6|1__14|SGB11346
SRR33750957.2654160__2.2623888	UniClust90_DBMLCDNA04504|1__14|SGB130909
SRR33750957.2655599__2.2625306	UniRef90_A0A1Q7B556|3__8|SGB56640
SRR33750957.2656650__2.2626348	UniClust90_NJNOLCPJ01552|1__6|SGB69553
SRR33750957.2659623__2.2629289	UniRef90_A0A1Q7BYR0|1__5|SGB56640
SRR33750957.2660328__2.2629990	UniRef90_A0A2V8H6Q1|1__7|SGB17587
SRR33750957.2660602__2.2630260	UniClust90_JMFJJCJA05802|1__6|SGB130007
SRR33750957.2660957__2.2630614	UniClust90_OIPOEBPA04106|1__8|SGB84075
SRR33750957.2662486__2.2632123	UniClust90_FNPCGKEP01967|1__7|SGB84078
SRR33750957.2663107__2.2632738	UniRef90_A0A1E2W391|1__9|SGB7711
SRR33750957.2662553__2.2632190	UniClust90_PIHLJOEE02617|1__9|SGB84075
SRR33750957.2663335__2.2632965	UniClust90_NJGLCGCL01191|1__4|SGB122683
SRR33750957.2664000__2.2633626	UniClust90_ENCMJEIO04567|1__16|SGB87004
SRR33750957.2664926__2.2634549	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750957.2665288__2.2634906	UniClust90_JINICEGA01527|1__8|SGB89423
SRR33750957.2665522__2.2635137	UniClust90_OEKPEMHO01566|1__13|SGB129874
SRR33750957.2665957__2.2635571	UniClust90_OEKPEMHO01453|1__20|SGB129874
SRR33750957.2666861__2.2636462	UniRef90_A0A2V8UCP4|1__17|SGB54509
SRR33750957.2666449__2.2636056	UniClust90_JLOMDFLN03978|1__9|SGB134845
SRR33750957.2666836__2.2636437	UniRef90_A0A2V7VFG0|1__5|SGB132293
SRR33750957.2667584__2.2637176	UniClust90_EJAHAFID02207|1__5|SGB130007
SRR33750957.2668105__2.2637691	UniClust90_PEODAMJP00496|1__8|SGB128471
SRR33750957.2669073__2.2638641	UniClust90_DPJLILCC00751|1__9|SGB89725
SRR33750957.2669932__2.2639490	UniClust90_EOFGAKMC00315|1__6|SGB84075
SRR33750957.2670958__2.2640508	UniClust90_HGJNCPHJ03120|1__8|SGB125949
SRR33750957.2671133__2.2640679	UniClust90_ALADKHLP00123|1__7|SGB89423
SRR33750957.2671818__2.2641348	UniClust90_OEKPEMHO01704|1__22|SGB129874
SRR33750957.2672746__2.2642265	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750957.2672986__2.2642501	UniClust90_EJAHAFID01095|1__8|SGB130007
SRR33750957.2674017__2.2643520	UniClust90_EOFGAKMC01466|1__13|SGB84075
SRR33750957.2674621__2.2644117	UniClust90_DAODNPOA00539|1__7|SGB89725
SRR33750957.2674839__2.2644333	UniClust90_IOFPBIHC02500|1__7|SGB130007
SRR33750957.2675557__2.2645040	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750957.2675863__2.2645341	UniClust90_GFFNGEKC02172|1__6|SGB56640
SRR33750957.2676690__2.2646158	UniClust90_IDPAEINK00639|1__5|SGB89725
SRR33750957.2677677__2.2647135	UniClust90_BOKHIPMC04551|1__10|SGB130007
SRR33750957.2678209__2.2647660	UniClust90_NOMIGGEC01377|1__10|SGB125949
SRR33750957.2678453__2.2647902	UniRef90_A0A2V6IDL4|1__5|SGB52730
SRR33750957.2678121__2.2647575	UniClust90_IMMCPGKG00746|1__12|SGB128778
SRR33750957.2680756__2.2650177	UniClust90_EEDBFMOB00878|1__5|SGB73718
SRR33750957.2680894__2.2650313	UniClust90_JFOPKFBK00948|1__3|SGB122683
SRR33750957.2681554__2.2650968	UniClust90_HOPPLHLN02273|1__7|SGB128471
SRR33750957.2683391__2.2652789	UniClust90_AGLOJFMB06529|1__9|SGB94058
SRR33750957.2683559__2.2652955	UniClust90_GCMNGIHE01613|1__9|SGB94042
SRR33750957.2684771__2.2654145	UniClust90_HGAMACDH01789|1__12|SGB128778
SRR33750957.2685653__2.2655020	UniClust90_CHMIEHDJ03105|4__8|SGB56640
SRR33750957.2685800__2.2655167	UniClust90_BCNBEDOP00792|1__7|SGB73517
SRR33750957.2687453__2.2656807	UniClust90_BOAKGFPK02314|1__13|SGB130909
SRR33750957.2691177__2.2660500	UniClust90_OJGLOKOM03438|1__7|SGB84075
SRR33750957.2692393__2.2661701	UniClust90_EJAHAFID00878|1__7|SGB130007
SRR33750957.2693287__2.2662586	UniClust90_EJAHAFID00030|1__5|SGB130007
SRR33750957.2695612__2.2664896	UniRef90_A0A2V8TXP9|1__18|SGB54509
SRR33750957.2696226__2.2665505	UniClust90_CHMIEHDJ02503|1__6|SGB56640
SRR33750957.2700183__2.2669430	UniClust90_EHIAFBHG02294|1__10|SGB128778
SRR33750957.2701662__2.2670895	UniClust90_ECOHMLGB00268|1__5|SGB56640
SRR33750957.2702158__2.2671385	UniClust90_EMIDINFL06246|1__10|SGB73712
SRR33750957.2703793__2.2672998	UniClust90_DPLIHBNC01385|4__12|SGB89725
SRR33750957.2704828__2.2674027	UniRef90_A0A1Q7B7D8|6__9|SGB56638
SRR33750957.2705271__2.2674467	UniClust90_AHMCBMKF01410|1__5|SGB89423
SRR33750957.2706450__2.2675634	UniClust90_PPJAIDOO02806|1__6|SGB84075
SRR33750957.2706509__2.2675693	UniClust90_EGGMCINA00448|1__16|SGB131808
SRR33750957.2705852__2.2675043	UniClust90_IDPAEINK02216|1__6|SGB89725
SRR33750957.2706601__2.2675784	UniClust90_PPJAIDOO02806|1__6|SGB84075
SRR33750957.2706988__2.2676165	UniRef90_A0A1I2B8L3|1__23|SGB8289
SRR33750957.2708449__2.2677615	UniClust90_ADNPOEOK02892|1__10|SGB73712
SRR33750957.2710309__2.2679452	UniClust90_IDPAEINK02216|1__6|SGB89725
SRR33750957.2710742__2.2679879	UniClust90_IOFPBIHC03293|1__8|SGB130007
SRR33750957.2711223__2.2680357	UniRef90_A0A2V7BSR3|1__5|SGB24062
SRR33750957.2710645__2.2679782	UniClust90_ADNPOEOK02892|1__10|SGB73712
SRR33750957.2712765__2.2681878	UniRef90_A0A1Q7B6K8|1__6|SGB56640
SRR33750957.2713315__2.2682423	UniClust90_OCJAPFEA01349|1__11|SGB125949
SRR33750957.2714413__2.2683511	UniClust90_JJIPPMBI01264|8__13|SGB133090
SRR33750957.2714056__2.2683158	UniClust90_BHLGKCAN00022|1__16|SGB56640
SRR33750957.2714724__2.2683820	UniRef90_A0A2V7DZG8|1__6|SGB24061
SRR33750957.2716298__2.2685380	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750957.2716836__2.2685911	UniRef90_A0A2V8KRV2|1__11|SGB17587
SRR33750957.2717697__2.2686762	UniClust90_GEHFPKBH00024|1__14|SGB84075
SRR33750957.2718379__2.2687439	UniClust90_BGDHDLNA01948|1__5|SGB84075
SRR33750957.2718571__2.2687630	UniClust90_PJGBCOLC00806|1__12|SGB127291
SRR33750957.2718600__2.2687659	UniClust90_IBMDDACE01635|1__8|SGB128778
SRR33750957.2718853__2.2687912	UniClust90_EDBNNBOB00281|1__6|SGB56640
SRR33750957.2720099__2.2689143	UniRef90_A0A2V8KW79|1__6|SGB17587
SRR33750957.2720269__2.2689311	UniRef90_A0A0Q7TLA0|1__9|SGB89408
SRR33750957.2721989__2.2691022	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750957.2723320__2.2692344	VDB|0052-004A-0-0000|MV133-c1345-c0-c5
SRR33750957.2723368__2.2692391	UniClust90_PLNJEBMN00336|1__6|SGB133091
SRR33750957.2723852__2.2692871	UniClust90_JKONEDMA00306|1__6|SGB130007
SRR33750957.2724199__2.2693213	UniClust90_MEABCEIN01483|1__6|SGB84078
SRR33750957.2724341__2.2693352	UniRef90_A0A2V5LLS4|1__8|SGB52719
SRR33750957.2725955__2.2694952	UniClust90_EDBNNBOB01735|5__8|SGB56640
SRR33750957.2726402__2.2695395	UniClust90_AMOFFOJE00262|1__10|SGB133121
SRR33750957.2727222__2.2696206	UniClust90_BHLGKCAN03135|1__14|SGB56640
SRR33750957.2727924__2.2696902	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750957.2728002__2.2696980	UniClust90_JKONEDMA01352|1__12|SGB130007
SRR33750957.2728384__2.2697359	UniClust90_AHOMLHMI01261|1__10|SGB125687
SRR33750957.2728483__2.2697457	UniRef90_A0A1Q7B6A7|1__11|SGB56638
SRR33750957.2729564__2.2698528	UniClust90_CHLBPEBB02121|1__5|SGB89725
SRR33750957.2729888__2.2698851	UniRef90_A0A1Q8B7J7|1__7|SGB17587
SRR33750957.2732219__2.2701171	UniClust90_OOLJIPGN01990|1__7|SGB127229
SRR33750957.2732743__2.2701694	UniClust90_KIHGAKFE00086|1__13|SGB128778
SRR33750957.2733687__2.2702633	UniClust90_NPCMNNGD01209|1__12|SGB130909
SRR33750957.2733335__2.2702284	UniClust90_DJBDGBNB02960|1__8|SGB89725
SRR33750957.2734602__2.2703538	UniClust90_CEMDJOCI00895|1__6|SGB52730
SRR33750957.2735084__2.2704019	UniClust90_OJGLOKOM01634|1__5|SGB84075
SRR33750957.2736387__2.2705303	UniClust90_EGGMCINA02310|1__15|SGB131808
SRR33750957.2737112__2.2706019	UniRef90_A0A1Q7BHH1|1__10|SGB56640
SRR33750957.2737258__2.2706163	UniClust90_BDGBANDJ00136|1__10|SGB127159
SRR33750957.2738262__2.2707157	UniClust90_COPJCOGO04816|1__6|SGB56638
SRR33750957.2738648__2.2707538	UniClust90_DLOKBJPP01542|1__7|SGB131913
SRR33750957.2739779__2.2708657	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750957.2741662__2.2710514	UniClust90_CMJGEBLA03352|1__10|SGB89408
SRR33750957.2742404__2.2711250	UniRef90_A0A2V5KWN2|1__11|SGB52720
SRR33750957.2743536__2.2712368	UniRef90_A0A1Q7B7D8|6__9|SGB56638
SRR33750957.2743964__2.2712795	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750957.2744248__2.2713078	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750957.2745324__2.2714144	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750957.2746186__2.2715000	UniClust90_OEKPEMHO02088|1__13|SGB129874
SRR33750957.2746543__2.2715354	UniClust90_CHMIEHDJ03029|1__8|SGB56640
SRR33750957.2747294__2.2716094	UniRef90_A0A2V8L770|2__9|SGB17587
SRR33750957.2748148__2.2716942	UniClust90_GFFNGEKC01386|1__5|SGB56640
SRR33750957.2748480__2.2717270	UniClust90_CHMIEHDJ01124|1__5|SGB56640
SRR33750957.2750391__2.2719165	UniRef90_A0A0U1NQ68|1__12|SGB7574
SRR33750957.2750960__2.2719732	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750957.2751495__2.2720264	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750957.2751694__2.2720461	UniClust90_ECOHMLGB00268|7__13|SGB56640
SRR33750957.2751925__2.2720690	UniClust90_ECOHMLGB01588|8__11|SGB56640
SRR33750957.2753024__2.2721777	UniClust90_KIHGAKFE01855|1__23|SGB128778
SRR33750957.2753538__2.2722286	UniRef90_UPI000E0B6AE1|1__13|SGB33795
SRR33750957.2754485__2.2723225	UniClust90_KIMNEABG01104|1__5|SGB131913
SRR33750957.2755228__2.2723964	UniRef90_A0A2V8AWL8|1__9|SGB24079
SRR33750957.2755467__2.2724198	UniClust90_OCJAPFEA03699|1__10|SGB125949
SRR33750957.2755975__2.2724703	UniRef90_A0A2V5LM96|1__6|SGB52719
SRR33750957.2757542__2.2726259	UniClust90_OEKPEMHO04672|1__14|SGB129874
SRR33750957.2757824__2.2726538	UniClust90_ANNLAACJ01899|1__12|SGB110998
SRR33750957.2757713__2.2726428	UniClust90_IOFPBIHC00448|1__6|SGB130007
