SRR33750934.1002__1.987	UniRef90_A0A1Q7B5C4|2__6|SGB56640
SRR33750934.5022149__2.4959041	UniClust90_FJPBOFJK02472|1__10|SGB128677
SRR33750934.5022340__2.4959231	UniClust90_FJPBOFJK02472|1__10|SGB128677
SRR33750934.5022711__2.4959597	UniClust90_OCJAPFEA01312|1__8|SGB125949
SRR33750934.5023424__2.4960307	UniClust90_EKCLMAKM02273|1__7|SGB89408
SRR33750934.5023900__2.4960777	UniClust90_PJBHHLBH00977|1__3|SGB74789
SRR33750934.5027055__2.4963896	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750934.5027221__2.4964060	UniRef90_A0A2V5R3D6|1__12|SGB52719
SRR33750934.5027624__2.4964453	UniRef90_A0A2V8KUQ7|1__4|SGB17587
SRR33750934.5028718__2.4965534	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.5029541__2.4966348	UniClust90_DLOKBJPP02518|1__10|SGB131913
SRR33750934.5029580__2.4966387	UniClust90_PEODAMJP00711|1__14|SGB128471
SRR33750934.5031621__2.4968405	UniClust90_NHHHKJJE01013|1__8|SGB125949
SRR33750934.5031891__2.4968675	UniClust90_FNPCGKEP03862|1__5|SGB84078
SRR33750934.5031343__2.4968132	UniClust90_EJAHAFID02026|1__8|SGB130007
SRR33750934.5032464__2.4969242	UniRef90_A0A1Q7B4C1|1__9|SGB56640
SRR33750934.5032868__2.4969643	UniClust90_KIHGAKFE02898|1__16|SGB128778
SRR33750934.5032925__2.4969698	UniClust90_ALHFDPHA01692|1__10|SGB130748
SRR33750934.5033398__2.4970164	UniClust90_BOKHIPMC00991|1__5|SGB130007
SRR33750934.5033638__2.4970401	UniClust90_OPLEJCPF00541|1__18|SGB125949
SRR33750934.5034033__2.4970792	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750934.5035026__2.4971774	UniClust90_JMFJJCJA00050|1__6|SGB130007
SRR33750934.5036068__2.4972807	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750934.5035630__2.4972372	UniClust90_IOFPBIHC02803|1__9|SGB130007
SRR33750934.5037076__2.4973806	UniClust90_PPDCKKGL00883|5__8|SGB133090
SRR33750934.5038791__2.4975498	UniClust90_BOKHIPMC05241|1__6|SGB130007
SRR33750934.5039026__2.4975732	UniClust90_CGDFKCNI02603|1__4|SGB74789
SRR33750934.5038724__2.4975433	UniClust90_HGJNCPHJ04504|1__8|SGB125949
SRR33750934.5039129__2.4975834	UniClust90_OJGLOKOM02006|1__5|SGB84075
SRR33750934.5039685__2.4976382	UniClust90_BGDHDLNA04491|1__13|SGB84075
SRR33750934.5039814__2.4976511	UniClust90_OIPOEBPA02071|1__9|SGB84075
SRR33750934.5040102__2.4976797	UniRef90_A0A2V8GUA8|1__7|SGB17587
SRR33750934.5040800__2.4977482	UniClust90_CBNLCMFD01147|2__8|SGB74789
SRR33750934.5043634__2.4980289	UniClust90_CMJGEBLA03514|1__12|SGB89408
SRR33750934.5043758__2.4980411	UniClust90_EDNFDLAG01851|1__6|SGB84078
SRR33750934.5044205__2.4980854	UniClust90_DCJCBMEC03647|3__8|SGB122526
SRR33750934.5044433__2.4981079	UniClust90_FECOCFCC02113|1__9|SGB128987
SRR33750934.5046065__2.4982686	UniClust90_IOFPBIHC01994|1__9|SGB130007
SRR33750934.5046417__2.4983037	UniClust90_OALLKAFI02536|2__7|SGB84078
SRR33750934.5047377__2.4983991	UniClust90_AOMEFECO00717|1__12|SGB133090
SRR33750934.5047652__2.4984263	UniClust90_DPLIHBNC01576|1__6|SGB89725
SRR33750934.5047739__2.4984347	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.5048886__2.4985487	UniClust90_CMHDMJOM04887|1__5|SGB56640
SRR33750934.5052990__2.4989540	UniClust90_LLIEHLNH02423|1__9|SGB130007
SRR33750934.5053047__2.4989597	UniClust90_IOFPBIHC03266|1__6|SGB130007
SRR33750934.5056319__2.4992837	UniClust90_BGDHDLNA04274|1__17|SGB84075
SRR33750934.5057932__2.4994435	UniClust90_HGJNCPHJ01223|1__14|SGB125949
SRR33750934.5058147__2.4994646	UniClust90_IJHKGIGD01415|1__8|SGB128471
SRR33750934.5058887__2.4995377	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750934.5059155__2.4995644	UniClust90_MPFMDHCO00776|1__12|SGB73699
SRR33750934.5060288__2.4996775	UniRef90_A0A2V5QV54|1__5|SGB52719
SRR33750934.5061539__2.4998011	UniClust90_AOMEFECO01498|6__9|SGB133090
SRR33750934.5062158__2.4998619	UniRef90_A0A2V5PFE4|6__9|SGB52727
SRR33750934.5062295__2.4998753	UniClust90_JMFJJCJA03372|1__11|SGB130007
SRR33750934.5062066__2.4998529	UniClust90_OOJDGJFL01859|1__5|SGB74789
SRR33750934.5063086__2.4999534	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.5063145__2.4999593	UniClust90_FNPCGKEP02920|4__10|SGB84078
SRR33750934.5062619__2.4999073	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.5063454__2.4999899	UniRef90_A0A1Q7B552|1__7|SGB56640
SRR33750934.5063724__2.5000163	UniClust90_APDPPGCO04856|1__18|SGB94026
SRR33750934.5063133__2.4999581	UniClust90_IPBGJNGD03291|1__11|SGB89408
SRR33750934.5065188__2.5001620	UniClust90_ICJPFPDN00037|1__5|SGB74789
SRR33750934.5065685__2.5002113	UniClust90_NJGLCGCL01132|1__5|SGB122683
SRR33750934.5065920__2.5002346	UniClust90_NJGLCGCL02195|1__5|SGB122683
SRR33750934.5066278__2.5002695	UniClust90_DIBLBONP00142|1__4|SGB84078
SRR33750934.5066388__2.5002800	UniClust90_EDNFDLAG01851|1__6|SGB84078
SRR33750934.5066398__2.5002810	UniClust90_EDNFDLAG01851|1__6|SGB84078
SRR33750934.5066422__2.5002834	UniClust90_BGMDAEJF02751|1__8|SGB122526
SRR33750934.5068164__2.5004557	UniClust90_IOFPBIHC00789|1__6|SGB130007
SRR33750934.5068196__2.5004589	UniClust90_DHFBAFBN00835|1__9|SGB133121
SRR33750934.5069380__2.5005758	UniClust90_CHMIEHDJ01175|1__8|SGB56640
SRR33750934.5069687__2.5006063	UniClust90_NOMIGGEC01921|1__15|SGB125949
SRR33750934.5070682__2.5007048	UniRef90_A0A1Q8B9M3|1__7|SGB17587
SRR33750934.5072112__2.5008466	UniClust90_NOMIGGEC02686|1__9|SGB125949
SRR33750934.5072597__2.5008946	UniClust90_CAGCLOCO01573|1__5|SGB89423
SRR33750934.5072814__2.5009162	UniClust90_HJKNIEHA04363|1__10|SGB89408
SRR33750934.5073092__2.5009438	UniClust90_IGMMILGI04098|1__13|SGB129533
SRR33750934.5073796__2.5010136	UniRef90_A0A2V8LDY4|1__5|SGB17587
SRR33750934.5074752__2.5011081	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750934.5074855__2.5011183	UniRef90_A0A1Q7J6B9|1__4|SGB84075
SRR33750934.5075712__2.5012035	UniClust90_BGDHDLNA01949|1__10|SGB84075
SRR33750934.5077277__2.5013582	UniRef90_I8UFV5|2__11|SGB8289
SRR33750934.5078132__2.5014427	UniClust90_PPJAIDOO02408|1__6|SGB84075
SRR33750934.5080229__2.5016501	UniClust90_IOFPBIHC02689|1__9|SGB130007
SRR33750934.5080731__2.5016995	UniRef90_A0A2V5ZKD1|5__9|SGB84331
SRR33750934.5083123__2.5019366	UniClust90_DLOKBJPP02342|1__7|SGB131913
SRR33750934.5083486__2.5019725	UniClust90_AHBBACPJ00966|1__6|SGB122683
SRR33750934.5082937__2.5019182	UniClust90_DIAGDOFC00078|1__13|SGB127197
SRR33750934.5086933__2.5023141	UniClust90_HBCNFADG00720|1__6|SGB74789
SRR33750934.5087940__2.5024136	UniClust90_PPJAIDOO03507|1__5|SGB84075
SRR33750934.5088441__2.5024631	UniClust90_ENBABIAF00036|1__11|SGB128778
SRR33750934.5088530__2.5024720	UniRef90_A0A060HSU8|1__9|SGB122680
SRR33750934.5088900__2.5025090	UniClust90_EDNFDLAG01345|1__11|SGB84078
SRR33750934.5089581__2.5025767	UniClust90_LJMOGHMP01146|1__9|SGB128778
SRR33750934.5089862__2.5026042	UniClust90_JKKHKAPH04527|1__12|SGB89408
SRR33750934.5089955__2.5026134	UniRef90_A0A2V5M1S3|1__6|SGB52717
SRR33750934.5090838__2.5027007	UniClust90_JHBOFGEP00611|1__5|SGB56638
SRR33750934.5090988__2.5027155	UniClust90_NKFDNCBD00695|1__16|SGB135184
SRR33750934.5091956__2.5028115	UniClust90_IDPAEINK00126|1__8|SGB89725
SRR33750934.5092089__2.5028247	UniClust90_EBKBLHBP00075|1__9|SGB133090
SRR33750934.5092541__2.5028691	UniClust90_IPBGJNGD02238|1__11|SGB89408
SRR33750934.5092060__2.5028218	UniClust90_DEFNONOM00153|1__6|SGB56640
SRR33750934.5094400__2.5030539	UniRef90_A0A1Q7B8W4|1__6|SGB56640
SRR33750934.5094920__2.5031055	UniClust90_EOFGAKMC01736|1__7|SGB84075
SRR33750934.5096702__2.5032823	UniClust90_EDNFDLAG02239|1__11|SGB84078
SRR33750934.5097435__2.5033545	UniClust90_FKLKIPMJ02019|1__5|SGB74789
SRR33750934.5097597__2.5033706	UniClust90_DAODNPOA01617|1__5|SGB89725
SRR33750934.5098342__2.5034445	UniClust90_FKENIIEJ02920|1__26|SGB109944
SRR33750934.5098709__2.5034810	UniClust90_BGDHDLNA07468|1__6|SGB84075
SRR33750934.5098730__2.5034831	UniClust90_IOFPBIHC03266|1__6|SGB130007
SRR33750934.5099457__2.5035549	UniClust90_OPLEJCPF00852|1__10|SGB125949
SRR33750934.5099511__2.5035603	UniClust90_ANDLCEDJ00599|2__6|SGB133091
SRR33750934.5098935__2.5035033	UniClust90_HGJNCPHJ04065|1__12|SGB125949
SRR33750934.5099892__2.5035980	UniClust90_EDNFDLAG00194|1__6|SGB84078
SRR33750934.5102472__2.5038540	UniClust90_CKIMIKLI01108|1__14|SGB133129
SRR33750934.5105048__2.5041086	UniClust90_BOKHIPMC05974|1__10|SGB130007
SRR33750934.5107150__2.5043172	UniClust90_DIBLBONP01238|1__5|SGB84078
SRR33750934.5109201__2.5045212	UniClust90_EHIAFBHG01335|1__8|SGB128778
SRR33750934.5109679__2.5045685	UniClust90_JMFJJCJA00953|1__7|SGB130007
SRR33750934.5110022__2.5046022	UniClust90_KDOPNBIJ02918|1__5|SGB17587
SRR33750934.5109794__2.5045798	UniClust90_KIKAPEFO00235|1__4|SGB74789
SRR33750934.5111816__2.5047797	UniRef90_A0A1Q7N986|1__5|SGB17587
SRR33750934.5113063__2.5049030	UniRef90_A0A2V5P794|1__8|SGB22169
SRR33750934.5113158__2.5049124	UniClust90_DJBDGBNB03404|10__17|SGB89725
SRR33750934.5113193__2.5049158	UniClust90_BOKHIPMC04272|1__7|SGB130007
SRR33750934.5114255__2.5050215	UniClust90_EJFOFLBH00361|1__6|SGB133091
SRR33750934.5114396__2.5050356	UniClust90_NDLOHHIE00252|1__26|SGB184459
SRR33750934.5115227__2.5051180	UniClust90_GBLMBOPO01054|11__16|SGB133090
SRR33750934.5115354__2.5051304	UniClust90_OJFFJDAM01621|1__3|SGB89423
SRR33750934.5116003__2.5051944	UniClust90_EHKFGODG01808|1__10|SGB134112
SRR33750934.5116897__2.5052832	UniClust90_BGDHDLNA01948|1__5|SGB84075
SRR33750934.5117862__2.5053788	UniClust90_HBEJPEEF02501|1__10|SGB110838
SRR33750934.5118113__2.5054037	UniRef90_A0A2V5SNS9|1__4|SGB52719
SRR33750934.5118238__2.5054161	UniClust90_NOMIGGEC02350|1__10|SGB125949
SRR33750934.5120593__2.5056460	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750934.5123960__2.5059792	UniClust90_INAHCMGI00273|1__12|SGB128685
SRR33750934.5124841__2.5060665	UniClust90_NOMIGGEC01495|1__12|SGB125949
SRR33750934.5126017__2.5061825	UniClust90_FKNELLKK01967|1__3|SGB122683
SRR33750934.5126488__2.5062288	UniClust90_PPJAIDOO04317|1__13|SGB84075
SRR33750934.5130344__2.5066102	UniClust90_KDDPKKIL02630|1__17|SGB128471
SRR33750934.5131033__2.5066781	UniClust90_ICLCAGBO00679|1__9|SGB131913
SRR33750934.5131216__2.5066963	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.5131304__2.5067051	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750934.5131589__2.5067335	UniClust90_OFJJKHAK02035|1__6|SGB84078
SRR33750934.5131632__2.5067377	UniClust90_GKIEPFMM02379|1__7|SGB165732
SRR33750934.5132948__2.5068680	UniClust90_PEODAMJP00709|1__11|SGB128471
SRR33750934.5135328__2.5071036	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750934.5136150__2.5071849	UniRef90_A0A1Q7BEM9|1__6|SGB56640
SRR33750934.5136271__2.5071967	VDB|0052-0019-0-0000|MV68-c1085-c0-c6
SRR33750934.5136379__2.5072073	UniClust90_HNMMCIDG00272|1__4|SGB74789
SRR33750934.5136844__2.5072534	UniClust90_OPLEJCPF03510|1__9|SGB125949
SRR33750934.5136881__2.5072571	UniClust90_DEFNONOM00677|1__6|SGB56640
SRR33750934.5137723__2.5073408	UniRef90_A0A1Q7BY99|1__6|SGB56640
SRR33750934.5138513__2.5074187	UniRef90_A0A2V5SGK6|2__11|SGB52719
SRR33750934.5139228__2.5074896	UniClust90_IKFICPHP03750|1__15|SGB66463
SRR33750934.5139293__2.5074961	UniClust90_AICCGNAA02006|1__14|SGB129206
SRR33750934.5139372__2.5075038	UniClust90_FNPCGKEP02777|8__11|SGB84078
SRR33750934.5141027__2.5076679	UniRef90_A0A1I1UDQ2|2__13|SGB8289
SRR33750934.5141543__2.5077189	UniClust90_JKKHKAPH04135|1__8|SGB89408
SRR33750934.5141702__2.5077346	UniClust90_OOJDGJFL02188|3__9|SGB74789
SRR33750934.5142374__2.5078005	UniClust90_EAKADGJF03950|1__5|SGB131926
SRR33750934.5142772__2.5078399	UniClust90_GFHGLNMO01409|5__18|SGB133091
SRR33750934.5144904__2.5080512	UniClust90_GMGIGFBN00532|1__11|SGB128987
SRR33750934.5145051__2.5080658	UniClust90_FNPCGKEP03763|1__6|SGB84078
SRR33750934.5146927__2.5082517	UniClust90_OJGLOKOM02226|1__9|SGB84075
SRR33750934.5147660__2.5083240	UniClust90_JKKHKAPH04135|1__8|SGB89408
SRR33750934.5148878__2.5084448	UniClust90_EOFGAKMC01466|1__13|SGB84075
SRR33750934.5150291__2.5085848	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750934.5149657__2.5085221	UniClust90_CMHDMJOM02009|1__7|SGB56640
SRR33750934.5150556__2.5086112	UniClust90_EDNFDLAG00889|1__6|SGB84078
SRR33750934.5151443__2.5086994	UniClust90_NOMIGGEC00979|1__9|SGB125949
SRR33750934.5152017__2.5087562	UniClust90_BHLGKCAN03126|1__6|SGB56640
SRR33750934.5153013__2.5088545	UniRef90_A0A2V5KS12|1__6|SGB52730
SRR33750934.5153521__2.5089046	UniClust90_EJAHAFID04593|1__5|SGB130007
SRR33750934.5153561__2.5089086	UniClust90_EJAHAFID04593|1__5|SGB130007
SRR33750934.5155989__2.5091474	UniClust90_PKMOJOJK04439|1__7|SGB84078
SRR33750934.5156302__2.5091783	UniClust90_IMMCPGKG02090|1__9|SGB128778
SRR33750934.5156701__2.5092178	UniClust90_OCJAPFEA03308|1__24|SGB125949
SRR33750934.5160268__2.5095698	UniClust90_ACDABMLJ00265|8__13|SGB133090
SRR33750934.5160881__2.5096304	UniClust90_DJFHEFAJ00975|1__5|SGB89423
SRR33750934.5161001__2.5096424	UniClust90_IABCABEO00083|1__6|SGB74789
SRR33750934.5161283__2.5096702	UniClust90_DJFHEFAJ00975|1__5|SGB89423
SRR33750934.5161361__2.5096780	UniClust90_DPLIHBNC01476|1__6|SGB89725
SRR33750934.5161574__2.5096991	UniClust90_DIAGDOFC00777|2__21|SGB127197
SRR33750934.5161735__2.5097152	UniClust90_ICLCAGBO01176|1__7|SGB131913
SRR33750934.5162397__2.5097804	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750934.5162550__2.5097955	UniRef90_A0A2V5ZJ51|1__4|SGB52717
SRR33750934.5163134__2.5098534	UniClust90_LLIEHLNH01141|5__12|SGB130007
SRR33750934.5163231__2.5098629	VDB|0043-0016-0-0000|MV643-c1920-c0-c6
SRR33750934.5163247__2.5098645	UniClust90_DJBDGBNB01292|2__8|SGB89725
SRR33750934.5163422__2.5098817	UniRef90_A0A3N8CA39|5__10|SGB12991
SRR33750934.5165232__2.5100606	UniClust90_CKOCNOFC00167|1__4|SGB89423
SRR33750934.5170685__2.5105990	UniClust90_DPJLILCC01647|4__7|SGB89725
SRR33750934.5170722__2.5106026	UniClust90_KMEALJDO02848|1__6|SGB84078
SRR33750934.5170845__2.5106147	UniRef90_A0A2V8MZW2|1__3|SGB17587
SRR33750934.5170925__2.5106227	UniClust90_KDNIELLA07750|1__19|SGB184482
SRR33750934.5171943__2.5107230	UniRef90_A0A2V6J2X7|1__8|SGB52717
SRR33750934.5172308__2.5107590	UniClust90_DPLIHBNC01044|1__6|SGB89725
SRR33750934.5172505__2.5107786	UniClust90_HLOAEADF01191|1__12|SGB184877
SRR33750934.5172683__2.5107957	UniClust90_IBNNDEFK04689|1__7|SGB89408
SRR33750934.5172787__2.5108059	UniClust90_DJBDGBNB02477|1__5|SGB89725
SRR33750934.5173651__2.5108911	UniClust90_NHHHKJJE00274|1__11|SGB125949
SRR33750934.5174772__2.5110006	UniClust90_DPLIHBNC01044|1__6|SGB89725
SRR33750934.5174806__2.5110040	UniClust90_ANDLCEDJ00060|1__8|SGB133091
SRR33750934.5175682__2.5110904	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750934.5175968__2.5111189	UniRef90_A0A1Q7BI03|2__7|SGB56640
SRR33750934.5176719__2.5111922	UniClust90_BGMBCKBA00057|1__12|SGB176266
SRR33750934.5177858__2.5113041	UniClust90_FNPCGKEP04507|4__7|SGB84078
SRR33750934.5178531__2.5113711	UniRef90_A0A1I1UXF5|1__16|SGB8289
SRR33750934.5178812__2.5113985	UniClust90_OBAONNDG02248|1__6|SGB86721
SRR33750934.5178118__2.5113299	UniRef90_A0A3D5DSW4|1__8|SGB130007
SRR33750934.5179922__2.5115081	UniClust90_OJGLOKOM02226|1__9|SGB84075
SRR33750934.5180815__2.5115955	UniRef90_A0A2V8L2A9|1__4|SGB17587
SRR33750934.5180885__2.5116023	UniClust90_GIMAHFHH05060|1__10|SGB89408
SRR33750934.5180824__2.5115964	UniClust90_MEEHGGHD03040|1__14|SGB127159
SRR33750934.5181170__2.5116302	UniRef90_A0A2V8H1W6|1__20|SGB17587
SRR33750934.5181409__2.5116540	UniClust90_DEFNONOM02357|8__12|SGB56640
SRR33750934.5181897__2.5117023	UniRef90_A0A2V5SQ32|1__10|SGB52719
SRR33750934.5182286__2.5117408	UniClust90_DPJLILCC01932|1__5|SGB89725
SRR33750934.5182343__2.5117463	UniClust90_LMDKLCGO01218|1__6|SGB131926
SRR33750934.5182946__2.5118052	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750934.5183342__2.5118441	UniClust90_BOKHIPMC05538|1__12|SGB130007
SRR33750934.5183642__2.5118739	UniClust90_EJAHAFID04099|1__9|SGB130007
SRR33750934.5184114__2.5119203	VDB|0019-0001-0-0000|MV367-c172-c0-c0
SRR33750934.5184300__2.5119385	UniClust90_CHLBPEBB02581|1__6|SGB89725
SRR33750934.5184330__2.5119415	UniClust90_GFFNGEKC01100|1__6|SGB56640
SRR33750934.5184061__2.5119150	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750934.5185153__2.5120229	UniRef90_A0A0R3MZD0|1__14|SGB11343
SRR33750934.5186114__2.5121171	UniRef90_A0A2V8JBT6|2__9|SGB17587
SRR33750934.5187251__2.5122292	UniClust90_DIBLBONP01456|1__7|SGB84078
SRR33750934.5187261__2.5122301	UniClust90_DIBLBONP01456|1__7|SGB84078
SRR33750934.5187215__2.5122257	UniRef90_A0A1Q7BEM9|1__6|SGB56640
SRR33750934.5187681__2.5122715	UniClust90_EDBNNBOB00318|1__5|SGB56640
SRR33750934.5189561__2.5124571	UniClust90_EJFOFLBH00725|1__9|SGB133091
SRR33750934.5189723__2.5124732	UniClust90_BGDHDLNA05938|1__15|SGB84075
SRR33750934.5190662__2.5125660	UniClust90_EJAHAFID02780|1__7|SGB130007
SRR33750934.5193003__2.5127964	UniClust90_DPLIHBNC01349|1__19|SGB89725
SRR33750934.5193832__2.5128782	UniClust90_NOMIGGEC01820|1__15|SGB125949
SRR33750934.5193404__2.5128357	UniClust90_CMJGEBLA02782|1__8|SGB89408
SRR33750934.5194695__2.5129640	UniClust90_HNMMCIDG01020|1__6|SGB74789
SRR33750934.5194760__2.5129703	UniClust90_GFHGLNMO01320|1__11|SGB133091
SRR33750934.5194882__2.5129823	UniClust90_JMFJJCJA01374|1__6|SGB130007
SRR33750934.5194662__2.5129607	UniClust90_IBNNDEFK04855|1__7|SGB89408
SRR33750934.5195596__2.5130523	UniClust90_AKNKOAMH00151|4__9|SGB49142
SRR33750934.5195853__2.5130777	UniClust90_PPJAIDOO03393|1__13|SGB84075
SRR33750934.5195328__2.5130262	UniClust90_HGJNCPHJ05247|1__9|SGB125949
SRR33750934.5196290__2.5131210	UniClust90_IIEDOAEF01686|1__14|SGB128218
SRR33750934.5197782__2.5132685	UniClust90_EJKKHENI01122|1__6|SGB130045
SRR33750934.5197787__2.5132690	UniClust90_EJKKHENI01122|1__6|SGB130045
SRR33750934.5198081__2.5132974	UniClust90_JKONEDMA02815|1__9|SGB130007
SRR33750934.5200656__2.5135514	UniClust90_HGJNCPHJ03629|1__11|SGB125949
SRR33750934.5201838__2.5136685	UniClust90_JMFJJCJA02397|1__12|SGB130007
SRR33750934.5202095__2.5136940	UniClust90_ENBABIAF00187|1__7|SGB128778
SRR33750934.5203077__2.5137905	UniClust90_KDDPKKIL00751|1__10|SGB128471
SRR33750934.5203290__2.5138116	UniClust90_NOMIGGEC01493|1__17|SGB125949
SRR33750934.5204675__2.5139481	UniClust90_CJJELLGD00827|1__7|SGB84331
SRR33750934.5205136__2.5139934	UniClust90_EKCLMAKM04922|10__23|SGB89408
SRR33750934.5204537__2.5139344	UniRef90_UPI0010553208|1__10|SGB34591
SRR33750934.5205416__2.5140211	UniClust90_FGHPNAPC00244|1__4|SGB89423
SRR33750934.5206351__2.5141142	UniClust90_AIFDENHO02037|1__6|SGB89410
SRR33750934.5207081__2.5141868	UniClust90_PKMOJOJK00953|4__11|SGB84078
SRR33750934.5207152__2.5141937	UniClust90_MIFDONLI00107|1__6|SGB89423
SRR33750934.5207268__2.5142050	UniClust90_EJAHAFID01649|1__8|SGB130007
SRR33750934.5207033__2.5141820	UniRef90_A0A2V5MLU9|8__11|SGB52719
SRR33750934.5209898__2.5144646	UniClust90_GDFOBPMK01117|1__6|SGB89410
SRR33750934.5211909__2.5146628	UniRef90_A0A1Q7B355|1__3|SGB56640
SRR33750934.5213682__2.5148377	UniClust90_OJFAJFEC00285|1__4|SGB89423
SRR33750934.5214481__2.5149166	UniClust90_OALLKAFI02532|1__6|SGB84078
SRR33750934.5214524__2.5149209	UniClust90_OPLEJCPF02168|1__9|SGB125949
SRR33750934.5217579__2.5152224	UniClust90_GMKONCKM01113|1__5|SGB89423
SRR33750934.5218243__2.5152876	UniClust90_NOMIGGEC02016|1__9|SGB125949
SRR33750934.5218655__2.5153284	UniRef90_A0A1Q7BGM5|1__5|SGB73517
SRR33750934.5218485__2.5153116	UniClust90_CHMIEHDJ02211|1__6|SGB56640
SRR33750934.5219422__2.5154037	UniRef90_A0A2V8KXH3|1__9|SGB17587
SRR33750934.5219576__2.5154189	UniClust90_OPLEJCPF02167|1__8|SGB125949
SRR33750934.5219556__2.5154169	UniClust90_OCCAFAEL00283|1__6|SGB74789
SRR33750934.5220306__2.5154912	UniClust90_AJLMKGGJ02331|1__10|SGB56638
SRR33750934.5220364__2.5154970	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750934.5221062__2.5155652	UniClust90_JOBGHFKE00481|1__10|SGB128677
SRR33750934.5221392__2.5155976	UniRef90_A0A2V5UJ18|1__3|SGB52710
SRR33750934.5221449__2.5156033	UniClust90_GJEIHIOJ04075|1__6|SGB122526
SRR33750934.5221874__2.5156450	UniClust90_KMEALJDO02564|2__7|SGB84078
SRR33750934.5222362__2.5156929	UniClust90_CBNLCMFD01479|1__7|SGB74789
SRR33750934.5223714__2.5158260	UniRef90_A0A1Q8BEP8|1__9|SGB17587
SRR33750934.5224369__2.5158910	UniClust90_LAIOJIGH01001|1__5|SGB122683
SRR33750934.5224107__2.5158648	UniClust90_FOJGPGMP00843|1__6|SGB133334
SRR33750934.5224622__2.5159161	UniClust90_MEFGMMLP01695|1__9|SGB129139
SRR33750934.5225084__2.5159616	UniClust90_OIPOEBPA02071|1__9|SGB84075
SRR33750934.5225774__2.5160296	UniClust90_CHLBPEBB02682|3__6|SGB89725
SRR33750934.5226238__2.5160753	UniClust90_OPLEJCPF03508|1__23|SGB125949
SRR33750934.5229106__2.5163565	UniClust90_KNOICNCC00520|1__3|SGB122608
SRR33750934.5229135__2.5163594	UniClust90_KNOICNCC00520|1__3|SGB122608
SRR33750934.5229747__2.5164201	UniClust90_OOGHPHBC03388|1__11|SGB73631
SRR33750934.5229947__2.5164398	UniClust90_HGJNCPHJ04543|1__11|SGB125949
SRR33750934.5231563__2.5165988	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.5231758__2.5166181	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.5232243__2.5166662	UniClust90_IABCABEO01996|1__7|SGB74789
SRR33750934.5233104__2.5167509	UniClust90_IAFJOFII00976|1__9|SGB134112
SRR33750934.5233980__2.5168372	UniClust90_MDILPPEF00618|1__5|SGB89423
SRR33750934.5234004__2.5168396	UniRef90_A0A1Q7B5A3|1__5|SGB56640
SRR33750934.5235220__2.5169589	UniClust90_LLIEHLNH00104|1__7|SGB130007
SRR33750934.5235746__2.5170110	UniClust90_BOKHIPMC02909|1__7|SGB130007
SRR33750934.5235945__2.5170304	UniRef90_A0A2V6JIS8|1__8|SGB22169
SRR33750934.5236933__2.5171274	UniClust90_IDPAEINK02213|7__13|SGB89725
SRR33750934.5237864__2.5172194	UniClust90_IKLAALHE00057|1__4|SGB133354
SRR33750934.5238073__2.5172400	UniClust90_IKLAALHE00057|1__4|SGB133354
SRR33750934.5239752__2.5174054	UniClust90_BGDHDLNA03257|1__5|SGB84075
SRR33750934.5240088__2.5174388	UniClust90_FNPCGKEP02777|8__11|SGB84078
SRR33750934.5240158__2.5174458	UniClust90_FNPCGKEP00328|1__6|SGB84078
SRR33750934.5240753__2.5175043	UniRef90_A0A1Q7B6Y9|7__10|SGB56638
SRR33750934.5241700__2.5175973	UniRef90_A0A2V5VHY6|1__10|SGB52714
SRR33750934.5242198__2.5176456	UniClust90_NIILFFCI01265|1__5|SGB89423
SRR33750934.5242374__2.5176629	UniClust90_NIILFFCI01265|1__5|SGB89423
SRR33750934.5243488__2.5177724	UniClust90_PBFDPDKB01982|1__17|SGB135184
SRR33750934.5245915__2.5180128	UniClust90_FNPCGKEP00677|1__7|SGB84078
SRR33750934.5246916__2.5181119	UniClust90_IOFPBIHC03763|1__9|SGB130007
SRR33750934.5247370__2.5181565	UniClust90_OFJFLJEC01608|1__5|SGB74789
SRR33750934.5248215__2.5182393	UniClust90_OPFCPGGL00889|1__7|SGB89423
SRR33750934.5248809__2.5182979	UniClust90_OALLKAFI04015|1__5|SGB84078
